,anon_ch,subject_ch,created_ch,bucket_order_ch,bucket_name_ch,type_ch,uid_a_ch,uid_ch,id_ch,updated_ch,config_ch,assignment
3124,no,"<p>I see it, its mostly one line comment for me, so easy to miss. Its also visible from the grades link, same place where you see the &#39;mean&#39; score</p>",2019-10-23T23:29:48Z,23,Week 10/20 - 10/26,feedback,,jqrr36mqfm8M,k23wtwxegby4vy,2019-10-23T23:29:48Z,{},project1
3125,no,<p>You can check the annotations on Assignment &gt; Project 1 &gt; Submission Details &gt; View Feedback</p>,2019-10-24T02:52:11Z,23,Week 10/20 - 10/26,feedback,,jc6xvgjncoey,k244269u8vf3wg,2019-10-24T02:52:11Z,{},project1
3126,no,"<p>Right, exactly what I did. Marking this topic as unresolved, hoping that some TA can clarify. Thanks</p>",2019-10-24T17:20:11Z,23,Week 10/20 - 10/26,feedback,,is6e83bsfvk,k24z2flirz82oj,2019-10-24T17:20:11Z,{},project1
3127,no,<p>The steps Danilo mentioned are correct.  If you have questions/clarifications about feedback please make a private post to all instructors with questions.</p>,2019-10-25T00:35:38Z,23,Week 10/20 - 10/26,feedback,,hz7meu55mi8sd,k25emfqj7u2407,2019-10-25T00:35:38Z,{},project1
3128,no,"<p><strong attention=""hz7meu55mi8sd"">&#64;Timothy Bail</strong> That is literally what i did to download the &#34;annotated paper for project 1&#34; and it has nothing in it. Can you please take a look? It sounds like i am not the only one and it would be fantastic if on of the TAs looked into this.</p>",2019-10-25T14:16:52Z,23,Week 10/20 - 10/26,feedback,,jzttp1ojahj6ju,k267yjooqc13tu,2019-10-25T14:16:52Z,{},project1
3129,no,"<p>Yes we are looking into.  As mentioned above, make a private post to all instructors and we will handle it there.</p>",2019-10-25T14:48:39Z,23,Week 10/20 - 10/26,feedback,,hz7meu55mi8sd,k2693et4cbe28m,2019-10-25T14:48:39Z,{},project1
3130,no,Is it a similar policy to CS 7641?,2019-10-23T01:02:02Z,23,Week 10/20 - 10/26,followup,,i4jbttw9ru63ot,k22koo3imac50z,2019-10-23T01:02:02Z,{},project1
3131,no,In spirit if not in detail. <p></p>,2019-10-23T11:22:05Z,23,Week 10/20 - 10/26,feedback,,gph3si6rKEb,k236u21ipm6p9,2019-10-23T11:22:05Z,{},project1
3132,no,<p>:-)</p>,2019-11-27T23:33:22Z,18,Week 11/24 - 11/30,feedback,,jqkxzdmmolGf,k3hxdbcapo06sx,2019-11-27T23:33:22Z,{},project1
3133,no,<p>Edited the question for (hopefully) more clarity.</p>,2019-10-23T01:08:24Z,23,Week 10/20 - 10/26,followup,,jl3oi5v7qkSk,k22kwurc3mw1hl,2019-10-23T01:08:24Z,{},project1
3134,no,<p>Could you help us to evaluate the grades? It might help the decision to drop or not the class. </p>,2019-10-23T01:21:29Z,23,Week 10/20 - 10/26,followup,,jzih0fdt4sn1cq,k22ldozfn7u85,2019-10-23T01:21:29Z,{},project1
3135,no,I found the office hours provided some help in understanding this. It&#39;s only a short conversation around a half hour in. The short answer is that there isn&#39;t a curve.,2019-10-23T10:59:27Z,23,Week 10/20 - 10/26,followup,,jh701barLeiB,k2360yesb1z79o,2019-10-23T10:59:27Z,{},project1
3136,no,Curve is a technical term. I do not force a normal distribution. <div><br /></div><div>Scores are not adjusted in any way. Grade cutoffs usually follow naturally from the data. Aim for whatever you think A work is and you’ll probably be ok. Check GPA distributions from past terms if you need to make yourself feel a sense of lowered entropy. </div>,2019-10-23T11:21:44Z,23,Week 10/20 - 10/26,feedback,,gph3si6rKEb,k236tm3nafz6jt,2019-10-23T11:21:44Z,{},project1
3137,no,"<p>Ah, I think I see where I failed to make myself clear. The scores are not adjusted; the grade cutoff are. Thank you.</p>
<p></p>
<p>Out of interest, where can we see GPA distributions from past terms?</p>",2019-10-23T11:27:53Z,23,Week 10/20 - 10/26,feedback,,jl3oi5v7qkSk,k2371iowp8l34k,2019-10-23T11:27:53Z,{},project1
3138,no,"<p><a href=""https://tableau.gatech.edu/t/EDM/views/LITEGradeDistributionReport/GradeDistribution?:embed=y&amp;:showAppBanner=false&amp;:display_count=no&amp;:showVizHome=no&amp;:render=false&amp;:embed=y&amp;:showVizHome=n&amp;:tabs=n&amp;:toolbar=n&amp;:apiID=host0"">https://tableau.gatech.edu/t/EDM/views/LITEGradeDistributionReport/GradeDistribution?:embed=y&amp;:showAppBanner=false&amp;:display_count=no&amp;:showVizHome=no&amp;:render=false&amp;:embed=y&amp;:showVizHome=n&amp;:tabs=n&amp;:toolbar=n&amp;:apiID=host0</a></p>
<p></p>",2019-10-23T19:04:04Z,23,Week 10/20 - 10/26,feedback,,j6m1jeidndu6wq,k23nc6313173i0,2019-10-23T19:04:04Z,{},project1
3139,no,<p>That link is magic! I have no idea how you found it in the first place but thank you David! :D</p>,2019-10-24T12:55:21Z,23,Week 10/20 - 10/26,feedback,,jl3oi5v7qkSk,k24pluotf5n25v,2019-10-24T12:55:21Z,{},project1
3140,no,"<p>No problem Ben! Idk if you already have this link as well but the OMSCS students keep record of their experience with courses on this site:</p>
<p></p>
<p><a href=""https://omscentral.com"">https://omscentral.com</a></p>
<p></p>
<p>Hope this helps!</p>",2019-10-24T13:03:04Z,23,Week 10/20 - 10/26,feedback,,j6m1jeidndu6wq,k24pvs8ma0z8c,2019-10-24T13:03:04Z,{},project1
3141,no,"<p>SGD has been slow to learn for me. I would suggest using RMSprop as the Neural-Q paper suggests. They did SGD and RMSprop and others, and are much more experienced that most of us. The consensus of NN people is to use Adam though, as it is faster.</p>
<p></p>
<p>If I was to do NN, I would do Adam. But I am not going down that rabbit hole for P2.</p>",2019-10-23T03:25:38Z,25,Week 10/20 - 10/26,followup,,jc554vxmyuy3pt,k22ptcan2kv4p5,2019-10-23T03:25:38Z,{},project2
3142,stud,Any specific disadvantage of using Adam? It worked fine in my case.,2019-10-23T03:35:13Z,25,Week 10/20 - 10/26,feedback,a_1,,k22q5o4hmw53fe,2019-10-23T03:35:13Z,{},project2
3143,no,"<p>None that I&#39;ve read about, but that doesn&#39;t say much. Andrew Ng suggests using Adam in his Coursera courses. Adam is faster than most, but at what cost? I don&#39;t really know.</p>",2019-10-23T12:25:40Z,25,Week 10/20 - 10/26,feedback,,jc554vxmyuy3pt,k2393u5op0k102,2019-10-23T12:25:40Z,{},project2
3144,no,"<p>I think Farrukh points out a possible disadvantage above.  Adam will be much, much faster, since it adapts the learning rate for you, but possibly may not find quite as good of an optimum.  Also, it&#39;s probably worth noting that when the Atari work was being done, Adam may not have been in widespread use yet, so if that work were being done today, they may have used Adam instead of RMSprop.</p>",2019-10-23T14:22:17Z,25,Week 10/20 - 10/26,feedback,,jzfsa4a37jf4aq,k23d9sj07ho3a1,2019-10-23T14:22:17Z,{},project2
3145,no,"<p>Adam was mentioned several times during OH, I&#39;ve found RMSprop is pretty flaky, but maybe you&#39;ll have a better luck. Basically experimenting with all optimizers/loss functions/hyperparams permutations will take forever, so just use whatever works first for you in your smaller scale experiments (as per bootcamp lecture 6 advise)</p>",2019-10-23T15:12:28Z,25,Week 10/20 - 10/26,feedback,,jqkxzdmmolGf,k23f2cd7yll2fd,2019-10-23T15:12:28Z,{},project2
3146,stud,"Thanks, Vahe. That gives me a good baseline to target and confirms that convergence without any explicit punishment is possible.",2019-10-23T07:26:09Z,25,Week 10/20 - 10/26,followup,a_0,,k22yen4pkcq4ev,2019-10-23T07:26:09Z,{},project2
3147,no,<p>I got in episode 0 ;) :)</p>,2019-10-24T01:10:30Z,25,Week 10/20 - 10/26,followup,,jzivtxcbl6964n,k240feq984i1hj,2019-10-24T01:10:30Z,{},project2
3148,no,<p>Oh I got 60 on the 1st project. I have something below C. Feel very discouraged to continue. Should I drop the class? is there a point to continue?</p>,2019-10-23T15:53:11Z,24,Week 10/20 - 10/26,followup,,jzih0fdt4sn1cq,k23gipju8597da,2019-10-23T15:53:11Z,{},other
3149,no,"<p>I think if you feel like you&#39;re learning a lot in the class, then dropping would be a mistake.</p>
<p></p>
<p>I wouldn&#39;t go by the above numbers.  Take a look here (from OMSCentral - they didn&#39;t have RL grades but they had ML grades):</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=attach%2Fjzh9tkzzxkd7ph%2Fjzfsa4a37jf4aq%2Fk23iqdup7ht6%2FMLGradeDistr.PNG"" alt="""" /></p>
<p></p>
<p>If two-thirds of the class is getting an A and a quarter of the class is getting a B, then being close to the mean pretty much guarantees you won&#39;t get a C, and probably means you have a good shot at an A.</p>",2019-10-23T16:57:01Z,24,Week 10/20 - 10/26,feedback,,jzfsa4a37jf4aq,k23issikjz93cz,2019-10-23T16:57:01Z,{},other
3150,no,"<p>I second this.  I didn&#39;t go that well on P1 either, my grade was 77. As Vahe pointed, RL seems to look like ML in terms of grades (numbers) and the overall grade(letters). Homeworks should move our grades higher :) Hopefully P2 grades will be better. I feel P1 was hard as there were many unknowns on replicating an old paper.</p>
<p></p>
<p>See the the distribution below, 72.6% of students scored between A-B with the majority scoring A. So the distribution is pretty skewed towards high grades. Of course the is a survivorship bias as ~22% have dropped. But we are just 1.5 months from the end of semester and a lot to learn!</p>
<p> </p>
<p>Source: <a href=""https://tableau.gatech.edu/t/EDM/views/LITEGradeDistributionReport/GradeDistribution?:embed=y&amp;:showAppBanner=false&amp;:display_count=no&amp;:showVizHome=no&amp;:render=false&amp;:embed=y&amp;:showVizHome=n&amp;:tabs=n&amp;:toolbar=n&amp;:apiID=host0"">https://tableau.gatech.edu/t/EDM/views/LITEGradeDistributionReport/GradeDistribution?:embed=y&amp;:showAppBanner=false&amp;:display_count=no&amp;:showVizHome=no&amp;:render=false&amp;:embed=y&amp;:showVizHome=n&amp;:tabs=n&amp;:toolbar=n&amp;:apiID=host0</a><img src=""/redirect/s3?bucket=uploads&amp;prefix=attach%2Fjzh9tkzzxkd7ph%2Fis6e83bsfvk%2Fk23jsens5ueq%2FScreen_Shot_20191023_at_10.24.20_AM.png"" alt="""" /></p>",2019-10-23T17:32:21Z,24,Week 10/20 - 10/26,feedback,,is6e83bsfvk,k23k27zqnw763h,2019-10-23T17:32:21Z,{},other
3151,no,"<p>Is the goal of withdrawing to get an A later in lieu of a B today? Instead, I would suggest that you stay, do poorly, apologize to the teaching staff, and then retake it again to get your A. Stay in the class and continue to learn the material so you can do better when you have to retake it.</p>
<p></p>
<p>Should you get the A you want, then you haven&#39;t wasted a semester. If you fully withdraw now, then you have wasted all of this time up until now.</p>",2019-10-23T17:46:26Z,24,Week 10/20 - 10/26,feedback,,jc554vxmyuy3pt,k23kkcazkbf6lq,2019-10-23T17:46:26Z,{},other
3152,no,"<p>Honestly I&#39;ve spent so much time on the class and getting 60 is super discouraging, although I submitted the paper a day later. So it&#39;s my fault. I don&#39;t want to fail and at this point it feels like there is a good chance I would. I would love to get B though, but I&#39;m not confident I can get to that level. At this point even C looks out of reach. So I just don&#39;t want to continue and fail. Anyway I&#39;m going to continue as this is my first semester and I need to get 2 Bs in the first year. I guess I don&#39;t have much leverage. This is a really good lesson for me as I&#39;ve learnt there is no much a margin for errors.</p>",2019-10-23T19:50:27Z,24,Week 10/20 - 10/26,feedback,,jzih0fdt4sn1cq,k23oztscffc56,2019-10-23T19:50:27Z,{},other
3153,no,"<p>If you submitted your paper a day late, then you didn&#39;t get 60/100, you got 60/80, and would have gotten 80/100.  I don&#39;t think that should be discouraging at all.  The quality of the work is so much more important than the actual grade, and in your case, the lower grade is due to a non-content related penalty.</p>
<p></p>
<p>I also don&#39;t think you&#39;re interpreting the above tables correctly.  Project 1 is just 15% of the overall grade and 92% of the people who stick it out in this class get either an A or a B.</p>",2019-10-23T20:03:08Z,24,Week 10/20 - 10/26,feedback,,jzfsa4a37jf4aq,k23pg4ojnod48r,2019-10-23T20:03:08Z,{},other
3154,no,"<p>Honestly if you got that grade with late penalty as a first semester, I think you are pretty good! This is my 8th class and I&#39;ve also taken ML previously, just as a comparison...</p>",2019-10-23T20:19:02Z,24,Week 10/20 - 10/26,feedback,,is6e83bsfvk,k23q0ktjbf82cu,2019-10-23T20:19:02Z,{},other
3155,no,"<p>Thank you, guys, I&#39;ll continue. Hopefully I&#39;ll do better on the 2nd project. Writing papers is hard for me as this is my first time studying in an US school. Also this is a very interesting class and I feel I could&#39;ve gotten more from it if I spent more time on it. So that&#39;s why I wanted to drop and study more which might be silly. Appreciate your help and encouragement! </p>",2019-10-23T20:29:24Z,24,Week 10/20 - 10/26,feedback,,jzih0fdt4sn1cq,k23qdwyq4f73yb,2019-10-23T20:29:24Z,{},other
3156,no,"<p>Aida, my first class was ML (7641). I took that and RL in Spring 2018. I dropped RL to focus on ML, and my performance was horrible. I hadn&#39;t been to school in 24 years and I had no python skills. I got a B. Stick with it, reach out to your classmates, and follow piazza. You will do fine, and if you get a C, you can always do it again for that A. I got a C in AI this year (Spring 2019). Did it matter? nope. I used everything from that class in ML4T and RL because I still understood all of it, just had alot of bad luck that semester with work and vacation timings.</p>",2019-10-23T22:01:19Z,24,Week 10/20 - 10/26,feedback,,jc554vxmyuy3pt,k23to4tc9kh55y,2019-10-23T22:01:19Z,{},other
3157,no,"<p>Does anyone know if these grades are the actual numbers for the class, or just an aggregation of scores from those who put in their information on OMSCentral? If it&#39;s the latter then beware slightly of the bias from those who actually fill in OMSCentral reviews.</p>",2019-10-23T23:53:31Z,24,Week 10/20 - 10/26,feedback,,jl3oi5v7qkSk,k23xoeuut751k3,2019-10-23T23:53:31Z,{},other
3158,no,"<p>I believe they are pulled from the statistics provided here, so they should be accurate statistics of the entire class.</p>
<p>https://tableau.gatech.edu/t/EDM/views/LITEGradeDistributionReport/GradeDistribution?:embed=y&amp;:showAppBanner=false&amp;:display_count=no&amp;:showVizHome=no&amp;:render=false&amp;:embed=y&amp;:showVizHome=n&amp;:tabs=n&amp;:toolbar=n&amp;:apiID=host0</p>
<p></p>
<p>I think that the grading scheme is likekly something like mean score and above you get an A, and mean score - 1 standard deviation (?) is the range for a B. Though based on the stats for ML maybe people even slightly below the mean get an A.</p>",2019-10-23T23:59:15Z,24,Week 10/20 - 10/26,feedback,,jccyemecUB8q,k23xvs6g5o51os,2019-10-23T23:59:15Z,{},other
3159,no,"<p>Thank you, Jacob. You are one of the most knowledgeable people here. Your story is very encouraging. I&#39;ll stick with the class and will try to do better on the remaining assignments. At the end of the day, it&#39;s about learning and not grades :-)</p>",2019-10-24T00:06:15Z,24,Week 10/20 - 10/26,feedback,,jzih0fdt4sn1cq,k23y4s3hiy470b,2019-10-24T00:06:15Z,{},other
3160,stud,<p>Awesome - yes I was wondering if I could use double DQN. I&#39;ll edit my question to reflect that. </p>,2019-10-23T17:57:52Z,25,Week 10/20 - 10/26,followup,a_0,,k23kz1rwdnw14b,2019-10-23T17:57:52Z,{},project2
3161,no,"<p>Keep in mind that for this project, we need to also graph the rewards themselves per episode, in addition to the means per 100 episodes, which means we have to keep the reward vector anyway until the very end.</p>
<p></p>
<p>But yeah, for just the mean, we can incrementally compute a new mean every episode without carrying over more than just the old mean, and a count of the number of episodes.</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=attach%2Fjzh9tkzzxkd7ph%2Fjzfsa4a37jf4aq%2Fk23hrliqekta%2FCapture.PNG"" alt="""" /></p>",2019-10-23T16:26:59Z,25,Week 10/20 - 10/26,followup,,jzfsa4a37jf4aq,k23hq5pqw007mh,2019-10-23T16:26:59Z,{},project2
3162,no,"<p>Yup, that&#39;s correct.</p>
<p></p>
<p>If you try to graph out 100,000 episodes of training, though, it&#39;s just a brick of color. So you do epochs, and in those epochs, you can do the incremental mean for X training episodes (like 1000 or 500).</p>
<p></p>
<p>What you might find yourself doing is dumping your telemetry to a file. You might want to know if you hit the 200 point target, so running a mean like this would give you that chance without having to keep your telemetry in memory. Once you get that 200 point target you might want to save your state so you can replay it later and prove to Tim that you really did the work.</p>",2019-10-23T16:32:26Z,25,Week 10/20 - 10/26,feedback,,jc554vxmyuy3pt,k23hx6n562x1lz,2019-10-23T16:32:26Z,{},project2
3163,no,"<p>This worked. I re-ran my 100,000 episode job in 30,000 episodes.</p>
<p></p>
<p>Mean score= 251.7162393492896<br />Max score= 290.32629749481725<br />Min score= -211.32632397863097<br />Std score= 56.18051841870291<br />Mean positive score= 259.0986457406073<br />Max positive score= 290.32629749481725<br />Min positive score= 192.6464327960607<br />Std positive score= 16.918222416470883<br />% positive landings= 98.0</p>
<p></p>
<p>Did it in 13,000 episodes and 2.5 hours of training.</p>
<p></p>
<p>This is just straight up QQ learning with a discretized state. Wow.</p>
<p></p>
<p></p>",2019-10-23T21:23:14Z,32,Week 10/20 - 10/26,followup,,jc554vxmyuy3pt,k23sb4zupor2kr,2019-10-23T21:23:14Z,{},project2
3164,no,"<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=attach%2Fjzh9tkzzxkd7ph%2Fjc554vxmyuy3pt%2Fk23td3cd5jlx%2Fqqexp21finalshare.png"" alt="""" /></p>",2019-10-23T21:52:49Z,32,Week 10/20 - 10/26,feedback,,jc554vxmyuy3pt,k23td75ixq32n,2019-10-23T21:52:49Z,{},project2
3165,no,<p>That&#39;s awesome Jacob!!</p>,2019-10-23T22:20:27Z,32,Week 10/20 - 10/26,feedback,,jzfsa4a37jf4aq,k23ucql1h261n4,2019-10-23T22:20:27Z,{},project2
3166,no,<p>Thanks Vahe!</p>,2019-10-23T22:29:24Z,32,Week 10/20 - 10/26,feedback,,jc554vxmyuy3pt,k23uo8yzqi31hs,2019-10-23T22:29:24Z,{},project2
3167,no,"<p>I&#39;ll bet you that -211 was something stupid too, like it almost landed but the ground terrain was really steep and it just barely slipped and tilted head first into the ground.  It looks like your lander is extraordinarily consistent, which is something I noticed seems to be true with the tabular (discretized) approaches to these problems but not nearly as true with the nonlinear function approximators.</p>",2019-10-23T22:35:16Z,32,Week 10/20 - 10/26,feedback,,jzfsa4a37jf4aq,k23uvs1u7ux5mm,2019-10-23T22:35:16Z,{},project2
3168,no,"<p>Yeah, so I setup a trigger to record video if the training was &gt; 200. It never triggered. The training was always consistently 100 - 150. So that speaks well about overfitting and fitting the policy for the discretized method.</p>
<p></p>
<p>You&#39;re likely correct about the landing. I am going to do some consistency checks to see how well this configuration repeats its performance and try to capture some video.</p>
<p></p>
<p>I looked at the heatmaps around the time when the learning transitioned from total failure to hinting at success. Have to say that nothing obvious stands out about the Q map. Learning is definitely a subtle change in the Q distribution.</p>",2019-10-23T23:02:33Z,32,Week 10/20 - 10/26,feedback,,jc554vxmyuy3pt,k23vuvhdv4w5ok,2019-10-23T23:02:33Z,{},project2
3169,no,"<p>This is interesting, thanks for sharing. I&#39;d expect smoother surfaces for both grid searches: e.g. do the apparent catastrophic drops in performance really exist at those areas or were those unlucky runs? Regardless, the general trend is visible and provides helpful insights.</p>
<p></p>
<p>Metrics for evaluating training stability is my primary emphasis as well. Sharpe Ratio&#39;s an interesting idea, though it seems important where you choose to stop measuring it. In investing there&#39;s an expectation you could look at the SR at almost any point and it&#39;d provide a sense of risk adjusted returns. In RL environments like LunarLander, the reward plateaus and the longer you record after that the more you lose the upward trajectory.</p>
<p></p>
<p>It might be interesting to see the SR stopping immediately after the first result that gets a score above 230 or so, or stopping immediately after the first 100 eps avg above 200 (was that the stopping condition here?).</p>
<p></p>
<p>I&#39;m also interested in stability of a learned model after it &#34;solves&#34; an environment. e.g. it could be interesting to compare the SR looking only at the next N episodes after a model averages over 200 for 100 eps to see if different training methods arrive at more robust learned conditions.</p>
<p></p>
<p>Overall, thought provoking results, thanks again for sharing.</p>
<p></p>
<p>Edit - related: this 2018 paper on <a href=""https://arxiv.org/abs/1812.02648"" target=""_blank"" rel=""noopener noreferrer"">Deep RL and the Deadly Triad</a> emphasizes training stability and uses some interesting evaluation metrics as well. Highly recommend checking out section 4.1 on pg 5, and figures 2-3 on pg 6 if time permits. I found it pretty helpful.</p>",2019-10-24T15:45:41Z,32,Week 10/20 - 10/26,followup,,isde332xcka1m0,k24vowrerih59g,2019-10-24T15:45:41Z,{},project2
3170,no,"<p>There does seem to be a paucity of metrics for RL methods. Anything that we can make up that makes sense will help!</p>
<p></p>
<p>I ran my SR grid search using 1000 episodes of training. As you mention, if this SR was a true metric of volatility in training, then starting the calculation at some episode X until X&#43;1000 should demonstrate similar behavior. That would be a good test to run.</p>
<p></p>
<p></p>",2019-10-24T16:13:06Z,32,Week 10/20 - 10/26,feedback,,jc554vxmyuy3pt,k24wo6bfxgf3gm,2019-10-24T16:13:06Z,{},project2
3171,no,<p>Agreed. Love the idea of applying a Sharpe Ratio-like metric in RL evaluation. There could be a paper there!  I&#39;d definitely read it. :-)</p>,2019-10-24T16:18:27Z,32,Week 10/20 - 10/26,feedback,,isde332xcka1m0,k24wv1dhwky1on,2019-10-24T16:18:27Z,{},project2
3172,no,"<p>Related: I remember learning about an alternative to Sharpe Ratio in ML4T called the <a href=""https://blog.sutherlandresearch.com/index.php/2017/05/27/alternative-to-the-sharpe-ratio/"" target=""_blank"" rel=""noopener noreferrer"">Sortino ratio</a> which could also be interesting in evaluating RL.</p>
<p></p>
<p>Excerpt:</p>
<ul><li>&#34;The Sortino ratio is like the Sharpe ratio but differs in that it takes account of the downside deviation of the investment as opposed to the standard deviation [...] The Sortino ratio in effect removes the Sharpe ratio’s penalty on positive returns and focuses instead on the risk that concerns investors the most, which is volatility associated with negative returns.&#34;</li></ul>
<p></p>
<p>Calculated: <strong>(Mean Portfolio Return) / Standard Deviation of Negative Portfolio Returns</strong></p>
<p></p>
<p>When agent performance increases, we might not be concerned about that.</p>",2019-10-24T16:29:10Z,32,Week 10/20 - 10/26,feedback,,isde332xcka1m0,k24x8u6qlyfad,2019-10-24T16:29:10Z,{},project2
3173,no,"<p>Exactly, the Sortino Ratio could be an interesting online metric that inputs into your NN or value estimator. This could be a biasing parameter that selects for more optimal paths, like an eligibility trace for NNs....</p>",2019-10-24T16:49:43Z,32,Week 10/20 - 10/26,feedback,,jc554vxmyuy3pt,k24xz9c725p5gw,2019-10-24T16:49:43Z,{},project2
3174,no,<p>There&#39;s definitely a research topic here on &#34;Lessons Learned in Financial Predictions Applied to RL&#34; :)</p>,2019-10-24T16:50:21Z,32,Week 10/20 - 10/26,feedback,,jc554vxmyuy3pt,k24y02awhwu707,2019-10-24T16:50:21Z,{},project2
3175,no,"<p>I&#39;ll add a few points here:</p>
<p></p>
<p>TLDR: As you might notice, the usually max norm contraction property doesn&#39;t hold anymore. because we rely on gamma &lt; 1 on that. However, you can use a weighted max norm(just another norm) to contract and you have convergence as usually. (with some assumptions below of course) </p>
<p></p>
<p>====</p>
<p>From a theoretic point of view, what you described is a &#34;stochastic shortest path&#34; problem by &#34;neuro dynamic programming&#34; - Bertsekas. which is &#34; you have a 0 cost terminal state and with prob 1, the agent will get there. </p>
<p></p>
<p>Then adding some spice of minor assumption: there exist a proper policy, improper policy has inf cost. proper policy just means that it has a positive chance to go to terminal state (basically proper policy don&#39;t inf loop, if inf loop, it must be a bad policy(inf cost)). </p>
<p></p>
<p>then you can always find a weight w s.t weighted max norm with that w will give you convergence you looking for. Neat!</p>
<p></p>",2019-10-24T15:38:34Z,25,Week 10/20 - 10/26,followup,,is5gzbotXmz,k24vfrien8k4ur,2019-10-24T15:38:34Z,{},project2
3176,no,<p>I scanned around online but couldn&#39;t locate the proof. But it&#39;s on pg. 248-249 &#34;neuro dynamic programming&#34; - Bertsekas</p>,2019-10-24T15:40:51Z,25,Week 10/20 - 10/26,feedback,,is5gzbotXmz,k24viox019p7z,2019-10-24T15:40:51Z,{},project2
3177,no,<p>Thank you. I&#39;ll take a look on it.</p>,2019-10-24T18:28:29Z,25,Week 10/20 - 10/26,feedback,,jc6xvgjncoey,k251ia3dipv4sp,2019-10-24T18:28:29Z,{},project2
3178,no,"<p>Tianhang zhu,</p>
<p>I was thinking on an intuitive way to understand the behavior of gamma=1.0 for an environment for with rewards on the terminal states only.</p>
<p>If we think on Q-learning method with gamma=1.0, all the state-actions that leads to the reward will have the same value (equals to the reward) after several iterations. At this point the agent will not be able to decide what action to take to maximize Q, because one of the actions may go back to the previous state which also has the same Q value than the state ahead (closer to the terminal state).</p>
<p>So, the agent could get stuck going back and forth between states with same Q-values and never reach the terminal state (if the environment is timed, otherwise it will eventually).</p>
<p>Does it make sense?</p>",2019-10-24T19:21:22Z,25,Week 10/20 - 10/26,feedback,,jc6xvgjncoey,k253e9z818p5nv,2019-10-24T19:21:22Z,{},project2
3179,no,"<p>That does make sense.  Setting $$\gamma$$ to less than $$1$$ &#34;rushes&#34; the agent, i.e. it tells the agent that there&#39;s a penalty for taking too long.  Right?</p>",2019-10-24T19:35:52Z,25,Week 10/20 - 10/26,feedback,,jzfsa4a37jf4aq,k253wxkpyy14v8,2019-10-24T19:35:52Z,{},project2
3180,no,"<p>I would translate &#34;rushes&#34; the agent to actually points the agent towards states where Q-values are higher (but I think we are sharing the same opinion).</p>
<p></p>
<p>So, if gamma=1.0, all the Q-values on the path to the reward would have the same value (=reward). Therefore, if there is an action that takes the agent back to a previous state and another action to go forward to state closer to the reward, the agent will not be able to decide which one to take it.</p>",2019-10-24T19:51:33Z,25,Week 10/20 - 10/26,feedback,,jc6xvgjncoey,k254h3eyuyf2a0,2019-10-24T19:51:33Z,{},project2
3181,no,"<p>Nice thinking! Given the setup is that there is only one terminal state with R(s*, a*, s) = r when s is the terminal state and R = 0 otherwise and MDP is connected everywhere. I do agree that the Q table after infinite amount of samples will contain same values at all entries. And then you will most likely get a inf loop policy from it which get reward 0 in the end of time. </p>
<p></p>
<p>Firstly, I think this does violate one of the assumptions of the theorem that I posted. My bad. Since it assumes every improper policy gets -inf reward so that it&#39;s never chosen. </p>
<p></p>
<p>Second, from theoretical stand point, I don&#39;t think it will have asymptotic convergence to a optimal policy as I mentioned above, it will very likely have inf loop policy based on Qinf.</p>
<p></p>
<p>Third, from a practical stand point though. Given finite data, finite time updates, I think it will work(get a optimal policy without inf loop) because of the learning rate. Think about it, Q learning is closing the gap from current Q and Q*(or Qinf) exponential fast because of the learning rate. So for example, given just one episode arriving at the goal state, what does Q function looks like after this episode, it will have one Q(s,a) entry positive and everything else 0. what about you go through this same episode again and again? you will get a Q(s,a) path with increasing values to the goal state (this is because Q learning is only propogating signal back one step each time). This statement is true for all episode data. However, with a small probability, you might still get a inf loop policy???  I don&#39;t know an example that you get a inf loop in this case. But I guess it&#39;s a good practice to think about it a bit. And if you get any answer, please post! </p>",2019-10-25T00:34:07Z,25,Week 10/20 - 10/26,feedback,,is5gzbotXmz,k25ekgyawy11ve,2019-10-25T00:34:07Z,{},project2
3182,no,"<p>Ok... My head is trying to process what you and Vahe just mentioned here and in the next thread.</p>
<p></p>
<p>I ended up getting the following chart for alpha=0.999 brown curve (which I consider very close to 1). The agent learns in about 750 episodes and indeed scores well with a trained model at this stage. But if we keep the training, it starts degrading.</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=attach%2Fjzh9tkzzxkd7ph%2Fjc6xvgjncoey%2Fk2697q5zhhs9%2Fgamma_2.png"" alt="""" /></p>
<p></p>
<p>I haven&#39;t gotten to a point to fully understand this behavior yet.</p>",2019-10-25T16:01:06Z,25,Week 10/20 - 10/26,feedback,,jc6xvgjncoey,k26bokr1jb837p,2019-10-25T16:01:06Z,{},project2
